model,model_index,start_id,start_kind,start_seed,initial_parameters_log
LADDER_10R10C,9,15,log_uniform_within_published_bounds,2037681647.0,"[-2.1308738667224993,-1.0042082929370082,-1.2990625478180533,0.5155597292604917,4.397063524676074,4.687985415704739,-3.0914568603316956,-3.4549272197136274,-8.44072437470356,-3.9787633005769116,9.43404755765307,19.50210228002571,17.57378840696166,9.670991767892064,24.026750851884547,13.088691121218663,13.594493204789686,8.68027117269132,11.33185368555364,19.467233381095213,-7.958872428598543]"
LADDER_10R10C,9,16,log_uniform_within_published_bounds,2645215200.0,"[-4.284028862949386,-8.143547095507435,4.348628402132492,0.8627786119918373,-0.29760289774836934,-6.5839665136665015,-9.505873452597521,-0.8965100454168589,3.6230440997069877,-0.3280382885650024,16.736533892170144,8.39345664246997,8.600675437238042,8.786291087328175,19.099176728321037,13.983620085874641,17.46688610090273,23.1768711381399,10.586135813281285,10.028763708190198,-16.830997906510788]"
LADDER_10R10C,9,17,log_uniform_within_published_bounds,286945924.0,"[3.4805718247726993,-1.0260647283482278,-3.77238384877123,-6.799435355569656,-1.2292179160061547,1.3953472640078157,-2.959733601404012,-0.48401713795041346,-3.689981944726857,-8.340257845145368,13.17250315829016,19.51221458544571,18.532453550171496,23.811152381589523,10.26311328648973,15.160832118090784,11.874300241750436,9.57500816396082,21.33745929187843,14.588326294358973,-3.8083688665471556]"
LADDER_10R10C,9,18,log_uniform_within_published_bounds,3259655860.0,"[3.1977090229254106,-2.2981351997115,-9.247716487036133,0.45061993175877646,-1.5702801035915908,3.80148678611506,4.5579859380092,-1.062380314861386,-2.5339720547444236,2.364159569293731,11.075355310422983,19.284459863302466,12.279882549020183,24.219854178243526,22.76165672306758,17.594643979610744,11.490779713043079,8.115171037985743,14.13781055524159,12.400157877815861,-0.2730783191465882]"
LADDER_10R10C,9,19,log_uniform_within_published_bounds,3111253946.0,"[0.08012421181923379,-8.427130980669634,1.4416099454188949,-7.100466912820751,1.990874779545198,-8.050674952774951,1.9954558452749946,-6.81853429753061,2.654843559811942,1.2446350659502166,11.719806415546895,8.270648872501022,16.209919054209372,24.277874791902544,15.961829681721905,22.48818532614408,16.71544650024924,10.04515251636817,11.130744410525159,15.585757708635352,-13.50117327685585]"
LADDER_10R10C,9,20,log_uniform_within_published_bounds,1773264147.0,"[-0.6010192961634342,-5.953450619106683,-0.7218746306744652,3.8141420789168805,3.6763734967809043,3.516000980868988,-0.968154812722922,4.7745495716035045,1.3135357356270863,-9.135684249860413,9.828618341980441,21.93319617871876,13.123217693214905,15.87617661808628,10.09800388804536,24.6769602431006,14.08248164307152,13.62968427759759,13.992944067741732,12.353750119123056,-14.844267612302879]"
LADDER_10R10C,9,21,log_uniform_within_published_bounds,1757190107.0,"[-1.351168426319246,2.444950186346965,-0.7491578884060281,1.8640542424888036,-1.0115688021249998,-7.051194764858969,0.7235833067643167,-5.704616620141875,-0.5818372834119749,-4.966366889949816,13.407631608739614,20.65318627169684,11.31062469257228,18.38275638331168,22.116914762985587,18.50476713302637,20.41939072870203,9.07049474120176,10.41539569048978,16.617844888840487,-17.527324439699903]"
LADDER_10R10C,9,22,log_uniform_within_published_bounds,2195218311.0,"[-7.2143418979040135,-6.235235024078721,-0.7512441899411915,-7.911623650317066,-5.028998553304744,4.024066818779385,-3.2238535519909304,-5.258801892787053,-8.316198806357887,3.415848048937967,17.641633581653103,18.775180214175467,13.64494652828057,11.661513557330666,8.763372277737307,10.129984412452973,8.708251506709676,20.482968171483442,13.524826472321305,9.842621823100139,1.3975675356360142]"
LADDER_10R10C,9,23,log_uniform_within_published_bounds,788306806.0,"[0.8971759073139456,2.5248079680606974,4.695309145194866,1.8938542339891598,-9.55588987481276,0.10738383892313763,-2.240329243966997,-7.8395637410790995,-4.6093512045376475,-3.9162854668106357,13.988072575587125,20.378477126765063,11.034355026539078,10.372453325569783,16.265921186117254,23.762802778840197,10.82854775177589,22.773673177207524,23.762607578565287,20.561483659268454,-14.95363211052308]"
LADDER_10R10C,9,24,log_uniform_within_published_bounds,856809037.0,"[-3.1417150114776966,-3.6830546652057867,-9.322988421638858,4.727365156445115,-2.9038156117681106,2.907351542119125,0.027530815503371997,3.3359831502783024,-8.567385778463741,-9.844332175846114,11.943491306612149,11.530582756896445,9.892149919749576,23.06470153213275,16.955459796183227,8.003803353888273,20.447509055826615,16.204384899824582,24.48458769631957,19.230581291703082,-9.297132962361195]"
LADDER_10R10C,9,25,log_uniform_within_published_bounds,1278982392.0,"[0.06368947939538039,-9.346588523269986,4.7289838186609945,1.5729699100797738,-1.871205611252531,-4.394468891452929,-6.50994662182522,0.8960520740787175,-5.792547306306368,-6.977702833695759,9.609307282897277,14.10095280807017,9.245133259859386,8.744860042703948,19.623128474605217,20.117220033018434,8.968652672592857,19.252236202744374,20.466458968022202,24.43371850623281,-3.3015223071936433]"
LADDER_10R10C,9,26,log_uniform_within_published_bounds,180817533.0,"[-2.6118496969335894,-9.495905545432127,4.046031501482899,1.1160239274831163,-8.633106336804362,-3.8021342640811433,1.2042347084840799,0.3687572837633155,-4.987753431723071,-5.323845183903726,16.17817687037768,23.645299455383984,9.153037810890554,17.96725219872974,18.96153201410258,20.5593634553014,9.12947108267392,11.947910164742261,18.138284329951723,21.341867301878246,-12.564971502888888]"
LADDER_10R10C,9,27,log_uniform_within_published_bounds,3345824123.0,"[-3.601542134943238,1.3072544758183984,-0.7441252147521045,1.5693913779665678,-4.200540724132336,-9.735301969236046,-1.5540088510994465,-0.1153232778215525,-1.4328860403269594,-0.4915721283832877,11.409078569279641,11.13188186215805,23.049126499056868,20.274710032764553,21.62757441403369,8.947311854051822,23.476333977525428,9.002588300340214,14.699970991001305,18.465021158640596,-3.287184447752395]"
LADDER_10R10C,9,28,log_uniform_within_published_bounds,1425384350.0,"[1.5071813156593414,-2.8338253144954733,-3.0871900319397847,-5.191074973287483,-7.0018019844717845,-3.3582978375982613,-0.34874750374056696,-1.764315180624079,-2.5410808962978226,-2.998059703308579,8.95273033681423,9.176729915227366,9.634261360200423,8.1073007558739,11.852437375127893,15.877849929727144,12.054975992344637,14.458295196107374,18.657245581986725,12.358257246791236,-1.6780800783466248]"
LADDER_10R10C,9,29,log_uniform_within_published_bounds,202665279.0,"[4.4033400203506545,0.12122170945575483,1.7163433250010165,-9.17249411550134,-1.7773152785669826,3.5163471513645135,4.362617340314385,-5.453918744305363,2.521065465243492,-8.540391344570839,9.300595444734599,21.88592826753369,14.234975261006849,8.961470824762229,19.337116611228314,20.980003431304535,11.252492199552766,10.787595365398873,18.609894865930947,23.595001526797365,-6.197125548055171]"
LADDER_10R10C,9,30,log_uniform_within_published_bounds,1768641929.0,"[-0.9628921970487845,0.5032541428351731,-3.2053593495806822,3.2613134190866813,-3.920161225712617,1.0265792491108687,1.2560909672405387,-3.172633276905171,-5.760724133380657,-4.320483546135452,14.956887991651739,22.75100040053288,11.42772021120978,8.514400138593006,24.181546585668475,19.59591109262427,13.142828547119857,12.37005932695054,20.24715229615851,24.170630754207085,-13.818315455975954]"
LADDER_10R10C,9,31,log_uniform_within_published_bounds,3071265534.0,"[-7.595491775008591,-1.4598504255057634,1.6427688914275915,2.1398132584417606,-5.822765408601555,-6.721786179991005,-6.498724489618503,-4.7988893225669,4.620838580199958,-5.156840447314485,20.38110956266113,22.83180344895273,18.98515590996094,17.205940390888458,13.339137459336873,15.425564331143935,24.999096733181997,20.197580790417852,12.712601695046267,11.564340334188959,-10.749987687852773]"
LADDER_10R10C,9,32,log_uniform_within_published_bounds,353922352.0,"[-0.28910277555143615,3.4988027710874157,-2.1604860632339564,-3.011125481067772,-6.240846521707156,-6.010045909356933,-2.5216413633828,-4.092844387066481,-0.0556033930994122,-3.58686819464672,10.000437191076037,22.959734662217475,24.346731468476705,17.44728689445984,12.909806484939201,19.027100852091444,9.559743769544708,23.92239379016589,22.47746115484732,13.980937510143256,-2.5977031175749836]"
STD_1R1C,10,1,notebook_initialization,,"[-1.6094379124341003,16.11809565095832,-9.210340371976182]"
STD_1R1C,10,2,log_uniform_within_published_bounds,1252636473.0,"[-2.0112909457365973,15.782475466239838,-1.9060637195254877]"
STD_1R1C,10,3,log_uniform_within_published_bounds,2153705412.0,"[-3.3780593080107675,15.827666596314419,-15.786187577729905]"
STD_1R1C,10,4,log_uniform_within_published_bounds,3230377341.0,"[2.6921258495725784,8.541649428201383,-9.82696216241856]"
STD_1R1C,10,5,log_uniform_within_published_bounds,35925320.0,"[-0.003758523531002922,10.65750673017519,-11.839087355985663]"
STD_1R1C,10,6,log_uniform_within_published_bounds,3988066479.0,"[-6.432765578142025,16.188134423757525,-8.336995845492364]"
STD_1R1C,10,7,log_uniform_within_published_bounds,2203183383.0,"[-8.593546158366156,21.69244377041482,-11.296155788516446]"
STD_1R1C,10,8,log_uniform_within_published_bounds,1709747549.0,"[3.4126324436161966,18.0962536723316,-8.24183984872488]"
STD_1R1C,10,9,log_uniform_within_published_bounds,343319651.0,"[-8.430329767694818,19.53298559132065,-14.213979233062993]"
STD_1R1C,10,10,log_uniform_within_published_bounds,2553240244.0,"[4.472210176891172,20.117925252106794,-17.722704804802657]"
STD_1R1C,10,11,log_uniform_within_published_bounds,800765674.0,"[3.404254697895304,14.073352831101221,-3.8431962126997625]"
STD_1R1C,10,12,log_uniform_within_published_bounds,2255372395.0,"[-2.939220088333756,10.311829532703385,-9.863111751352045]"
STD_1R1C,10,13,log_uniform_within_published_bounds,630104605.0,"[2.012219675024909,10.404411663393722,-9.025129504973087]"
STD_1R1C,10,14,log_uniform_within_published_bounds,437277269.0,"[2.9373413012469545,9.361972971327065,-0.1983920312617471]"
STD_1R1C,10,15,log_uniform_within_published_bounds,885622403.0,"[-5.6758691665572085,23.125545939864644,-7.795818398193427]"
STD_1R1C,10,16,log_uniform_within_published_bounds,3910017654.0,"[2.359442672931859,23.732032459380484,-11.268763520397002]"
STD_1R1C,10,17,log_uniform_within_published_bounds,938216706.0,"[-9.425533818876678,18.43159668320527,-0.7368885491006125]"
STD_1R1C,10,18,log_uniform_within_published_bounds,1609713692.0,"[-1.1708785317534325,13.481684758651209,-12.106205507790648]"
STD_1R1C,10,19,log_uniform_within_published_bounds,2054222707.0,"[-1.1717167324535431,19.001332636155663,-18.733075872362548]"
STD_1R1C,10,20,log_uniform_within_published_bounds,785903155.0,"[3.2230654496012487,18.768543329055834,-18.504151780800036]"
STD_1R1C,10,21,log_uniform_within_published_bounds,1125918028.0,"[-4.207663808705629,19.401477993902738,-5.429890568609109]"
STD_1R1C,10,22,log_uniform_within_published_bounds,476107423.0,"[-6.091786027112603,19.063987738868956,-0.7858197268495815]"
STD_1R1C,10,23,log_uniform_within_published_bounds,7417521.0,"[-2.895964457127799,8.036903517432126,-9.58263613707848]"
STD_1R1C,10,24,log_uniform_within_published_bounds,687162828.0,"[1.71118813300561,19.01264016802617,-17.452314236032038]"
STD_1R1C,10,25,log_uniform_within_published_bounds,2910466702.0,"[-4.499028628118913,15.637175380351936,-5.805656246466302]"
STD_1R1C,10,26,log_uniform_within_published_bounds,3234892661.0,"[4.758737349754313,19.7108353978058,-10.56942664771192]"
STD_1R1C,10,27,log_uniform_within_published_bounds,4092916733.0,"[-6.153781166091342,23.272440262869974,-15.612311401544064]"
STD_1R1C,10,28,log_uniform_within_published_bounds,2334732343.0,"[0.8505828105340392,8.01350633843571,-14.171627861991682]"
STD_1R1C,10,29,log_uniform_within_published_bounds,4084974363.0,"[1.4094847622141433,20.02380757729903,-7.976350124720231]"
STD_1R1C,10,30,log_uniform_within_published_bounds,4267902687.0,"[-7.800933052839346,23.41310258148945,-8.952711950573267]"
STD_1R1C,10,31,log_uniform_within_published_bounds,1095515428.0,"[-2.0734302435337737,24.983732736974353,1.9886776354248532]"
STD_1R1C,10,32,log_uniform_within_published_bounds,3077112909.0,"[-5.12834301720733,15.700368002135438,-18.74475220050062]"
STD_2R1C_parallel_losses,11,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,16.11809565095832,-9.210340371976182]"
STD_2R1C_parallel_losses,11,2,log_uniform_within_published_bounds,3970622018.0,"[1.0350919304513617,-8.333982279797333,19.479228381468907,-7.940690240211895]"
STD_2R1C_parallel_losses,11,3,log_uniform_within_published_bounds,1236225851.0,"[-4.981208334085347,-8.37637120860352,8.423955701268724,-14.708902517659334]"
STD_2R1C_parallel_losses,11,4,log_uniform_within_published_bounds,1468741294.0,"[2.6517855084402377,-0.45143768925154326,8.653403188511984,-15.55551342697107]"
STD_2R1C_parallel_losses,11,5,log_uniform_within_published_bounds,1069252276.0,"[-1.7818851089251986,-1.6015067916741579,14.360929307260996,-18.796123003911507]"
STD_2R1C_parallel_losses,11,6,log_uniform_within_published_bounds,3644111739.0,"[-5.627772975890237,4.4782642314617895,16.02344221116452,-12.430659414596708]"
STD_2R1C_parallel_losses,11,7,log_uniform_within_published_bounds,137280896.0,"[-6.937280267914099,-9.692468472559257,11.854644202814521,1.314861453400443]"
STD_2R1C_parallel_losses,11,8,log_uniform_within_published_bounds,1209589392.0,"[-6.746086223053441,-3.3028610725686196,20.278405099984464,-12.275848526450673]"
STD_2R1C_parallel_losses,11,9,log_uniform_within_published_bounds,1616514504.0,"[2.2353856170079,-4.252388449886119,15.606385237410553,-15.903543536312704]"
STD_2R1C_parallel_losses,11,10,log_uniform_within_published_bounds,3502280489.0,"[0.9751617326756978,0.4927424039932973,23.951997347228108,-10.104019350227556]"
STD_2R1C_parallel_losses,11,11,log_uniform_within_published_bounds,3572172684.0,"[-9.415584037762276,-5.550746748921599,19.631890228363773,-3.895244620093063]"
STD_2R1C_parallel_losses,11,12,log_uniform_within_published_bounds,1464328430.0,"[1.4291752374202318,-3.546728201397606,21.442098809392547,-12.040410826238366]"
STD_2R1C_parallel_losses,11,13,log_uniform_within_published_bounds,3956328260.0,"[-5.361545597641727,2.4134481683287543,18.121015846167417,-11.340335656942575]"
STD_2R1C_parallel_losses,11,14,log_uniform_within_published_bounds,333483744.0,"[-5.9156301480594795,-3.2785879456690212,13.852617304728026,-1.8419386388728824]"
STD_2R1C_parallel_losses,11,15,log_uniform_within_published_bounds,4229152295.0,"[-7.003639097751927,-0.5716996874433296,8.153300944052791,-12.179530941106691]"
STD_2R1C_parallel_losses,11,16,log_uniform_within_published_bounds,599527289.0,"[-9.439518450216584,-1.1689368416874544,18.387348083756144,-12.663446001862951]"
STD_2R1C_parallel_losses,11,17,log_uniform_within_published_bounds,1222577909.0,"[0.6872373577922133,-1.4224845408626496,24.367535878373523,-14.919060116138581]"
STD_2R1C_parallel_losses,11,18,log_uniform_within_published_bounds,2599132356.0,"[-3.8283632152762124,-2.4640413671605996,8.713133134179468,-17.76775787157436]"
STD_2R1C_parallel_losses,11,19,log_uniform_within_published_bounds,1406327876.0,"[-4.759098625491164,-6.062844830019972,8.877865738222622,-13.279079704034116]"
STD_2R1C_parallel_losses,11,20,log_uniform_within_published_bounds,801878128.0,"[-2.167768938402162,1.6084258438047332,15.922047640052032,-0.84601176707233]"
STD_2R1C_parallel_losses,11,21,log_uniform_within_published_bounds,2225943099.0,"[-4.31098333427765,-1.5196672540602698,12.2409911036765,1.6827442110101423]"
STD_2R1C_parallel_losses,11,22,log_uniform_within_published_bounds,1115470983.0,"[-9.550851621131361,4.437269914353664,21.39222795509705,-13.972824444463782]"
STD_2R1C_parallel_losses,11,23,log_uniform_within_published_bounds,2054388648.0,"[-1.6384439617300135,-7.337972953057443,8.949815853366687,-6.223038023303728]"
STD_2R1C_parallel_losses,11,24,log_uniform_within_published_bounds,847160581.0,"[2.1169878547399197,2.171467119150332,8.404921523988202,-15.34253670571711]"
STD_2R1C_parallel_losses,11,25,log_uniform_within_published_bounds,1959980235.0,"[4.9029297097686495,-0.8015810943806319,13.84897308365314,-0.04506175483625441]"
STD_2R1C_parallel_losses,11,26,log_uniform_within_published_bounds,533105002.0,"[-7.598522936074902,-6.833103907788872,12.864471929611216,-13.82868612912076]"
STD_2R1C_parallel_losses,11,27,log_uniform_within_published_bounds,3396373318.0,"[-6.5804077499436895,-3.041204997015736,13.881819408916241,-10.771190128344458]"
STD_2R1C_parallel_losses,11,28,log_uniform_within_published_bounds,1805343303.0,"[1.30044871669487,1.5201722757285712,19.050485050193302,-1.1735553158283345]"
STD_2R1C_parallel_losses,11,29,log_uniform_within_published_bounds,510154025.0,"[-9.966035031359123,-6.051780474688862,9.170996516852405,-14.254513912991492]"
STD_2R1C_parallel_losses,11,30,log_uniform_within_published_bounds,439403552.0,"[-8.012886471543828,3.221475203993492,23.283782015350813,-7.933098219035525]"
STD_2R1C_parallel_losses,11,31,log_uniform_within_published_bounds,2087756937.0,"[2.1086812412257334,3.0120317124990112,21.05324281685035,-12.7457586392484]"
STD_2R1C_parallel_losses,11,32,log_uniform_within_published_bounds,1539403840.0,"[1.2272687466461232,-3.615371412117547,22.997621179663756,-3.5006072502004173]"
STD_2R2C_air_mass,12,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,-9.210340371976182]"
STD_2R2C_air_mass,12,2,log_uniform_within_published_bounds,1240724818.0,"[1.2540080869515542,-2.411633579073948,10.43073503162539,11.64605310480075,-14.561411756909436]"
STD_2R2C_air_mass,12,3,log_uniform_within_published_bounds,1692423468.0,"[-8.750708930213555,-0.26475203784145585,22.16332566737087,24.27443458251644,-1.888021881827715]"
STD_2R2C_air_mass,12,4,log_uniform_within_published_bounds,1919568673.0,"[-9.087860739257899,-7.634064327846438,17.751724709782934,22.69747142721623,-10.15751842065091]"
STD_2R2C_air_mass,12,5,log_uniform_within_published_bounds,3020143442.0,"[-9.244542516710531,-6.366817876401276,15.824535070566963,20.283324431209195,-12.191074254654342]"
STD_2R2C_air_mass,12,6,log_uniform_within_published_bounds,3382782507.0,"[-2.124322296878284,2.7581712425116116,8.466214652081504,24.71807891965094,-7.229929779831872]"
STD_2R2C_air_mass,12,7,log_uniform_within_published_bounds,3439066297.0,"[-4.891309460803107,-7.445661286406139,18.99436322358587,11.144514719372413,-3.1813771273468525]"
STD_2R2C_air_mass,12,8,log_uniform_within_published_bounds,2220353999.0,"[-4.287491484747435,3.4779669987677195,22.05089304305598,9.568776591491442,-3.9979268811024298]"
STD_2R2C_air_mass,12,9,log_uniform_within_published_bounds,3232856333.0,"[-8.860511867561101,2.835497659165922,13.160421513551324,16.70923233490739,-4.227452191689341]"
STD_2R2C_air_mass,12,10,log_uniform_within_published_bounds,1891210304.0,"[2.3468802946846505,3.566864631235081,10.54543676269316,15.27791345323009,-3.385543856516019]"
STD_2R2C_air_mass,12,11,log_uniform_within_published_bounds,2472482792.0,"[1.964661234288549,-6.025836994643895,11.056513274181079,16.575478981144038,1.3252480208180444]"
STD_2R2C_air_mass,12,12,log_uniform_within_published_bounds,2459474908.0,"[0.533857311037405,-6.128026544154718,9.127243364981373,21.492995515258265,-4.437599406618293]"
STD_2R2C_air_mass,12,13,log_uniform_within_published_bounds,1776033500.0,"[-8.641710845361146,1.47881170833322,13.864637976590377,12.043560718454339,-15.83093726218511]"
STD_2R2C_air_mass,12,14,log_uniform_within_published_bounds,1882239527.0,"[1.5177329302064475,-8.272766211823987,16.39324315093618,19.284901489537738,-1.1139783404528387]"
STD_2R2C_air_mass,12,15,log_uniform_within_published_bounds,2082755029.0,"[-5.70863679418209,-7.971444879357833,16.751644418060316,15.925493661723632,-15.750216296814159]"
STD_2R2C_air_mass,12,16,log_uniform_within_published_bounds,234290004.0,"[0.8614312494058716,1.8167178787808176,12.554751510385563,15.067877796054079,-18.72336528719724]"
STD_2R2C_air_mass,12,17,log_uniform_within_published_bounds,1483113667.0,"[-3.046753921130543,1.9655117556762605,22.00649330002178,13.951425131739997,-13.662663950494466]"
STD_2R2C_air_mass,12,18,log_uniform_within_published_bounds,2753355451.0,"[-5.855679421157598,-0.12278596529544927,17.54525776737268,21.01617048217156,-12.789535469056137]"
STD_2R2C_air_mass,12,19,log_uniform_within_published_bounds,1027759679.0,"[3.76938150078521,-6.2343317556840905,12.237652038793307,8.549493452744485,-1.8159942669549487]"
STD_2R2C_air_mass,12,20,log_uniform_within_published_bounds,557425175.0,"[1.2472549588833175,-9.01368631323739,23.274222698075274,9.209922122477714,-16.17184424240086]"
STD_2R2C_air_mass,12,21,log_uniform_within_published_bounds,2639308606.0,"[-4.269247800638472,-1.3912379999444031,15.239275219526215,14.73860198830204,-12.972450909985294]"
STD_2R2C_air_mass,12,22,log_uniform_within_published_bounds,2816957126.0,"[-8.259957335422353,-7.4526343115546805,18.192304965891644,18.933478916205008,-17.153788619568118]"
STD_2R2C_air_mass,12,23,log_uniform_within_published_bounds,2619616820.0,"[-4.753862368187538,-3.68967550856366,22.507125394200465,14.633702879804826,-14.659039943474259]"
STD_2R2C_air_mass,12,24,log_uniform_within_published_bounds,3612190949.0,"[-6.801169287258217,3.9343342058461026,20.91597641872947,22.439530958332035,-1.776276095370985]"
STD_2R2C_air_mass,12,25,log_uniform_within_published_bounds,3927675623.0,"[-0.1423064969129051,4.483694880255236,22.605147088877374,8.328344275177619,1.8339124586686815]"
STD_2R2C_air_mass,12,26,log_uniform_within_published_bounds,2888306282.0,"[-7.29225378060938,3.940421326675864,16.278911733339257,19.286541769345618,-0.9076632697561244]"
STD_2R2C_air_mass,12,27,log_uniform_within_published_bounds,1926976960.0,"[-1.1732714086311127,3.067048749319241,20.43070878036854,17.81092918512161,-15.811886090585142]"
STD_2R2C_air_mass,12,28,log_uniform_within_published_bounds,2079953971.0,"[-8.482122847931176,-5.330002889449014,15.410325679914157,23.555638887337867,-0.04224922420175048]"
STD_2R2C_air_mass,12,29,log_uniform_within_published_bounds,2292799018.0,"[-6.067193686999614,3.0757342219151944,18.19615419323397,16.577094291998492,-11.295723828338167]"
STD_2R2C_air_mass,12,30,log_uniform_within_published_bounds,4265016358.0,"[-8.62622963768737,-8.57932588131193,8.664534393537643,23.58166631976561,-11.54316929908363]"
STD_2R2C_air_mass,12,31,log_uniform_within_published_bounds,2863041445.0,"[-9.63129369207312,-5.597684616963827,18.917872373265446,17.527335654339957,-7.897391489401011]"
STD_2R2C_air_mass,12,32,log_uniform_within_published_bounds,1716776922.0,"[0.9596544627390156,-1.3141571702450783,14.753209429321995,20.994401248283214,-4.949295276844111]"
STD_3R2C_air_shunt,13,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,-9.210340371976182]"
STD_3R2C_air_shunt,13,2,log_uniform_within_published_bounds,317076155.0,"[-4.342667946227997,-8.086496461779177,-1.282104163032308,23.372542692910542,22.167419003392094,-13.599700814216202]"
STD_3R2C_air_shunt,13,3,log_uniform_within_published_bounds,2755393474.0,"[-4.559813570734917,-9.296868745044804,-1.3979856109916344,14.66246588381228,16.235616823315908,-14.260609888511796]"
STD_3R2C_air_shunt,13,4,log_uniform_within_published_bounds,827411430.0,"[-7.074666803182057,-1.5945402413523784,-6.6209506371661835,17.643610347247122,23.454045671144115,-16.584691712514072]"
STD_3R2C_air_shunt,13,5,log_uniform_within_published_bounds,829595287.0,"[-5.3953572734004265,-0.7165208774835197,-1.7962095492695216,10.332638659082212,23.36401880835738,-7.275240983328985]"
STD_3R2C_air_shunt,13,6,log_uniform_within_published_bounds,937832248.0,"[1.4951788971830826,-7.180719453785441,-2.010728423732436,10.32290134067155,12.405408395430191,-5.380867756755801]"
STD_3R2C_air_shunt,13,7,log_uniform_within_published_bounds,2984446317.0,"[2.8298196689722435,3.6321401522210834,-1.1896697147876427,10.595874750448752,14.482750987507199,-16.774369517101675]"
STD_3R2C_air_shunt,13,8,log_uniform_within_published_bounds,2844019909.0,"[3.426836159499679,-4.5933350685252785,0.27035958551654105,16.645852729623407,12.699659971226431,-6.123074294934117]"
STD_3R2C_air_shunt,13,9,log_uniform_within_published_bounds,4121174269.0,"[2.120516789363686,-2.227172029743209,-0.33925168339776235,16.045355807608267,8.756738543827707,-5.0586702068019935]"
STD_3R2C_air_shunt,13,10,log_uniform_within_published_bounds,1785656421.0,"[4.238322386564139,3.5695206444170644,0.011927856382470736,10.425962151295904,15.350392788790167,-5.206612114506532]"
STD_3R2C_air_shunt,13,11,log_uniform_within_published_bounds,4204396727.0,"[-5.539852391357497,4.398761210545924,-0.9920173802613306,17.436448275127297,24.38536035090817,-0.018648289393478734]"
STD_3R2C_air_shunt,13,12,log_uniform_within_published_bounds,3029245514.0,"[-7.266865283857643,-9.225929268288164,-2.871692292391434,11.830979136558009,19.446185435409063,-6.9356168697004605]"
STD_3R2C_air_shunt,13,13,log_uniform_within_published_bounds,2783918390.0,"[-3.545429271042585,-0.04986789949720105,-1.9674264745294483,19.70593353922585,13.437999784623642,-18.620717478227487]"
STD_3R2C_air_shunt,13,14,log_uniform_within_published_bounds,4182534555.0,"[-7.467889136430954,-3.3429688161819477,-5.967047595680283,13.124624973121868,19.827172286544354,-13.16460369627147]"
STD_3R2C_air_shunt,13,15,log_uniform_within_published_bounds,1436678886.0,"[1.9279908654741842,-5.102327989643175,3.230591962648864,24.47973541565061,15.493925295285027,-14.363325326972252]"
STD_3R2C_air_shunt,13,16,log_uniform_within_published_bounds,3243361473.0,"[-1.3802713527750097,-5.529582673024691,-3.9207306340192964,16.514823427488487,12.35991498733603,-11.979717818209107]"
STD_3R2C_air_shunt,13,17,log_uniform_within_published_bounds,592372264.0,"[1.5693856605157883,-4.441223205544405,-6.247580405363101,23.767377538624867,14.092581053461888,-10.587328154682696]"
STD_3R2C_air_shunt,13,18,log_uniform_within_published_bounds,1597261403.0,"[-1.1951293927377282,2.181240860866204,2.0816268972841687,11.474306686820325,8.005957490666942,-5.9744786709777795]"
STD_3R2C_air_shunt,13,19,log_uniform_within_published_bounds,2895224223.0,"[1.7530220762453705,-7.955399414777585,2.549942130135822,15.449052531679923,23.735185841514465,-6.2891181968801035]"
STD_3R2C_air_shunt,13,20,log_uniform_within_published_bounds,3320848935.0,"[-6.028852477196247,1.5606160830156242,-4.504185346159114,9.18938047251737,22.404983382124325,-8.932091725502248]"
STD_3R2C_air_shunt,13,21,log_uniform_within_published_bounds,1604828864.0,"[-0.13870776732056989,0.5565256311250124,-1.4775690006245092,23.530167484698435,18.763882621773902,-17.94188410225768]"
STD_3R2C_air_shunt,13,22,log_uniform_within_published_bounds,166279884.0,"[-4.9030884615571715,-4.464643889700831,-8.023340797287487,16.596777986535784,14.088079027044637,-4.7242661313544385]"
STD_3R2C_air_shunt,13,23,log_uniform_within_published_bounds,3491202179.0,"[2.8160309322708397,-1.7020251743157218,-0.3422027383629125,21.98436658526335,19.852589957318266,-12.36374054303809]"
STD_3R2C_air_shunt,13,24,log_uniform_within_published_bounds,1635586654.0,"[-7.225022857888295,-2.413081409333204,-8.192219808171714,16.9198749057988,9.796300238832034,-12.329141459075611]"
STD_3R2C_air_shunt,13,25,log_uniform_within_published_bounds,1772245276.0,"[-0.6156099491498654,1.3447399097072594,-2.5048898064732974,24.77618060744946,16.41402820428539,-12.729228532304688]"
STD_3R2C_air_shunt,13,26,log_uniform_within_published_bounds,437567811.0,"[1.4672688489478034,0.8040843192629978,1.048557816279935,20.647264161128177,8.532717470026919,-0.03832705596877517]"
STD_3R2C_air_shunt,13,27,log_uniform_within_published_bounds,3893262398.0,"[-1.1092821984987697,-7.71738747580075,-5.382740654691565,21.505656463707144,11.998739481578344,-18.484589614080676]"
STD_3R2C_air_shunt,13,28,log_uniform_within_published_bounds,4774395.0,"[-1.71118317081989,-2.1928649024217615,-8.304482051666428,23.44199859662769,24.212263920716133,-13.16064909771192]"
STD_3R2C_air_shunt,13,29,log_uniform_within_published_bounds,2764063469.0,"[-9.4782949389989,-7.5731763644222205,-7.105935538254041,8.457681192104173,19.022714797196574,-0.27658978630409337]"
